step,loss,acc
859,1.319212674737816,0.555
860,1.4293619726308475,0.575
861,1.262083217961827,0.585
862,1.6613129017618031,0.44
863,1.6498408066463612,0.42
864,1.5791806448838714,0.48
865,1.7009382858118063,0.43
866,1.5477162996878278,0.455
867,1.4828648819253318,0.48
868,1.3942763359842105,0.515
869,1.4553033741720691,0.51
870,1.4091319344072202,0.51
871,1.4630173674818554,0.49
872,1.5793539909643153,0.415
873,1.607031037910823,0.46
874,1.4958143103396842,0.505
875,1.5177395114146484,0.52
876,1.4865313788317827,0.45
877,1.5204345922161842,0.435
878,1.5675786710138937,0.455
879,1.5418006686135943,0.445
880,1.5886476090154174,0.445
881,1.456759299673452,0.48
882,1.3945231449191478,0.515
883,1.521118161864515,0.46
884,1.568359612281212,0.505
885,1.470073036137672,0.45
886,1.634705444899409,0.435
887,1.5776938463674826,0.435
888,1.5917217711834195,0.425
889,1.6543868338705292,0.415
890,1.5298006626864922,0.42
891,1.4236867950655079,0.515
892,1.4370108110097204,0.495
893,1.4393909882247817,0.5
894,1.451410523675622,0.47
895,1.4675772714375337,0.465
896,1.5225516063931595,0.42
897,1.4390680652959031,0.515
898,1.4556213589437927,0.475
899,1.5473629338953685,0.465
900,1.545364934495656,0.425
901,1.3002256002474741,0.555
902,1.5057991269446558,0.425
903,1.6755561197535962,0.4
904,1.7481919990057042,0.425
905,1.5627564595331074,0.435
906,1.5085811056314962,0.52
907,1.6685806895804074,0.435
908,1.559971942248806,0.5
909,1.5335194127087888,0.46
910,1.497255071731671,0.495
911,1.4200062949146377,0.525
912,1.566650164112494,0.5
913,1.6334172360870032,0.455
914,1.74327596752338,0.455
915,1.5279518888072567,0.45
916,1.49982618923731,0.485
917,1.3448103362167934,0.46
918,1.417021972551716,0.455
919,1.54963699839355,0.435
920,1.427980451198003,0.505
921,1.4299872531581923,0.465
922,1.4950458943101066,0.505
923,1.4953247113131136,0.445
924,1.4447243121563438,0.49
925,1.4814216706166259,0.46
926,1.5008303465743762,0.47
927,1.4174435491118385,0.455
928,1.3874526609270894,0.535
929,1.4536545278875272,0.51
930,1.4555491506021436,0.5
931,1.5484295920186475,0.415
932,1.6026966679201595,0.425
933,1.5592666185890902,0.495
934,1.6663399716817984,0.44
935,1.597388630878944,0.425
936,1.4379294996715966,0.5
937,1.5059237679614226,0.47
938,1.3398206067098029,0.485
939,1.5743615025156263,0.45
940,1.5080608856301612,0.46
941,1.4827593184224446,0.465
942,1.446757592874975,0.485
943,1.3434827421033457,0.46
944,1.6118333547804053,0.44
945,1.6135096677419996,0.435
946,1.6427671355426945,0.43
